Comments,CommentId
"Great location, facilities and room In terms of quality against price this is an excellent hotel. I paid Euro 90 for a Sunday night and Euro 130 for a Monday and got great value out of it.First the location: 1 min to underground station, and just 4 stops or 15 - 20 mins to the Barcelona Cathedral. Also walking distance to Sagrada Familia.It got all the (mainly communication) facilities I need - free wireless internet with smooth connection, a safe that accommodates the laptop, and a flat TV. The room is comfy in earth tone and clean modern layout. Reception warm and helpful. The Eurostars Gaudi is up to standard with hotels in major cities in Europe and the States I statyed at when I was travelling on business that costed Euro 250 - 300. If there are any faults at all it might be the hardwood floor in the room which mean you need to move about carefully to avoiding making huge noises, you might also hear foot steps from floor above you. And the door isn't very sound-proof so you hear people talking on the corridor and if they bang their doors you get it loud and clear. But neither points bother me for I am a sound sleeper.  ",419
"Very clean and quiet. If you are looking for a peaceful and safe area of Barcelona to stay in, this is the hotel for you. The rooms were great and we even had a view of the Sagrada Familia. I agree--skip the breakfast. Otherwise, this hotel is a great choice for your stay.  ",420
"Would love to go back Have literally come back today from staying at this hotel, spent 5 days Monday to Saturday  I can honestly say that I cannot fault the hotel, yes it may be a little out of the centre but you can use the metro, 30 seconds walk away to the stop, Line 2 Monumental. We soon got the hang of the lines  thought it was brillant value to buy the T10 ticket which gives you 10 rides, as long as you dont go above ground then its 1 trip no matter how many times you change! I dont think that 5 days was enough, would go back tomorrow! word of warning, be very careful about buying drinks from restaurants along the rambles, we bought a pizza  an omlette that came to 13 euros but our 2 drinks came to another 25 on their own, the prices for them were not displayed which was annoying as we paid 4 euros for a bottle of wine at a chinese restaurant next to the hotel  13 for 1/2 of 1 there!!  ",421
"Great Hotel, Maybe a Dodgy Location!!   showReview(4566525, 'full');   ",422
Can't recommend Eurostars Gaudi enough       The bed  ,423
Will definitely return to this modern hotel!       view from window  ,424
Modern touch in an classic city               ,425
Great Location                ,426
"Great base from which to explore a great city   showReview(4070845, 'full');   ",427
"Enjoyed immensley   showReview(3911504, 'full');   ",428
"What a view!   showReview(3801339, 'full');   ",429
"Realmente bueno, c贸modo y el...   showReview(22626587, 'full');   ",430
"Un hotel veramnete...   showReview(22366101, 'full');   ",431
"Pulito; piccole le camere, ma...   showReview(22197278, 'full');   ",432
"Parfait !   showReview(19356041, 'full');   ",433
"incomoda habitacion   showReview(19298101, 'full');   ",434
"Situata vicino alla Sagrada...   showReview(17272773, 'full');   ",435
Kann das Eurostars Gaud矛 nur weiterempfehlen!       Badezimmer  ,436
"Albergo molto carino, posizione...   showReview(14624097, 'full');   ",437
"Hotel molto confortevole e ben...   showReview(14421996, 'full');   ",438
"Hotel muy lindo pero muy caro...   showReview(13000874, 'full');   ",439
"Este hotel se dano el aire y...   showReview(11428563, 'full');   ",440
"Il personale 猫 molto scarso...   showReview(11428562, 'full');   ",441
"Albergo moderno ed elegante...   showReview(11428564, 'full');   ",442
"Queto bel albergo 猫 situato nei...   showReview(11428565, 'full');   ",443
Hotel assez bien mais...       Chambre jolies mais riquiquis...  ,444
"Es war auszuhalten!   showReview(4601839, 'full');   ",445
"Employ茅s avec un manque de...   showReview(11428566, 'full');   ",446
